amount,hour,previous_transactions_24h,failed_attempts,distance_from_home_km,account_age_days,card_present,international_transaction,transaction_type,merchant_category,is_fraud
7255.63,8,4,0,39.11,2106,No,No,POS,Restaurant,0
47577.71,1,19,6,258.25,156,No,Yes,Online,Jewellery,1
4487.3,18,2,1,90.83,1723,Yes,No,Online,Grocery,1
6355.05,10,2,0,14.85,1006,Yes,No,POS,Jewellery,0
9657.55,14,2,0,9.62,1659,Yes,No,POS,Travel,0
8194.45,3,5,0,25.32,1969,No,No,POS,Electronics,0
3330.8,12,2,1,19.45,1065,Yes,No,Transfer,Grocery,0
4094.34,20,2,1,63.57,1830,No,No,Transfer,Other,0
2926.49,18,3,0,80.73,2268,Yes,Yes,POS,Other,0
2651.5,7,3,2,15.29,2413,No,No,ATM,Other,0
5935.03,13,2,1,35.31,465,No,No,POS,Jewellery,0
2902.67,14,0,0,32.58,1667,No,No,Online,Grocery,0
5925.91,22,3,0,34.46,1338,Yes,No,POS,Jewellery,0
3189.14,19,2,3,11.67,2702,Yes,No,ATM,Restaurant,0
3539.55,19,3,1,11.36,1167,Yes,No,POS,Other,0
1767.09,18,5,0,27.34,715,Yes,No,Online,Travel,0
5822.75,8,2,1,33.26,2391,Yes,Yes,Online,Fuel,1
675.4,9,3,0,7.71,1183,Yes,No,Online,Electronics,0
7435.76,11,7,0,16.76,567,Yes,No,POS,Travel,0
13050.97,10,4,1,22.97,1617,Yes,No,Online,Restaurant,0
3628.56,22,2,0,54.03,2961,Yes,No,Online,Other,1
3513.37,21,2,1,44.53,901,Yes,No,POS,Fuel,0
916.84,21,2,1,62.52,485,Yes,No,POS,Fuel,0
2333.12,14,1,0,25.23,1420,Yes,No,Online,Restaurant,0
6400.94,4,4,0,18.38,1325,Yes,No,POS,Electronics,0
7011.27,3,5,0,59.87,904,Yes,No,Online,Fuel,0
3963.99,6,5,1,24.56,1823,Yes,No,Transfer,Grocery,0
6151.15,15,4,0,38.93,72,No,Yes,POS,Grocery,1
1796.51,8,3,0,3.66,1273,Yes,No,ATM,Fuel,0
4627.51,15,1,1,23.76,408,No,Yes,Online,Grocery,0
54540.3,0,8,7,335.4,129,No,Yes,Online,Electronics,1
5258.03,8,3,1,24.31,1655,Yes,Yes,POS,Travel,0
9561.37,22,9,1,26.99,1936,No,No,Transfer,Restaurant,0
9750.48,12,2,0,58.63,1806,Yes,No,Online,Electronics,0
4835.02,19,7,0,17.12,2047,No,Yes,Online,Other,0
101.15,1,2,1,44.2,2046,Yes,No,ATM,Electronics,0
53783.63,4,17,3,263.24,97,No,Yes,Transfer,Travel,1
1214.46,22,3,1,7.57,1841,Yes,No,POS,Restaurant,0
236.11,21,0,0,11.98,395,Yes,No,POS,Travel,0
580.59,13,7,0,14.63,1122,Yes,No,ATM,Fuel,0
7238.67,0,0,0,43.88,1346,Yes,No,ATM,Grocery,0
4861.91,1,3,0,27.33,2716,Yes,No,POS,Grocery,0
4040.72,10,1,1,5.21,1211,No,No,Online,Fuel,0
5185.14,21,1,1,29.45,2603,Yes,No,ATM,Grocery,0
619.89,9,1,1,29.38,2255,Yes,No,POS,Electronics,0
2916.81,21,4,1,62.49,1181,Yes,No,POS,Fuel,0
2052.43,12,2,1,13.11,2528,No,No,Transfer,Jewellery,0
3820.65,3,1,0,43.7,1426,Yes,No,POS,Electronics,1
3918.77,13,1,0,37.09,1355,Yes,No,Online,Grocery,0
5034.98,8,3,1,9.33,399,Yes,Yes,Online,Electronics,0
5564.44,5,1,0,54.66,360,Yes,No,POS,Restaurant,0
652.98,16,2,0,33.09,1658,No,No,Online,Electronics,0
2946.93,4,6,0,54.37,2286,Yes,No,ATM,Electronics,0
3459.47,21,2,0,73.63,2546,Yes,No,Online,Fuel,0
1183.35,19,4,0,11.59,2351,Yes,No,Online,Jewellery,0
1073.36,18,2,1,31.31,1356,No,No,POS,Restaurant,0
584.23,1,2,0,6.79,833,No,No,POS,Travel,1
937.43,23,2,0,54.02,1228,Yes,No,POS,Travel,0
6126.38,11,4,0,5.0,522,Yes,No,Online,Fuel,0
770.33,17,4,0,8.6,1573,Yes,No,POS,Restaurant,0
905.05,4,5,1,16.16,432,Yes,No,Transfer,Restaurant,0
3707.75,18,4,0,24.64,2275,Yes,No,ATM,Grocery,0
4614.22,7,4,0,45.1,312,Yes,No,Transfer,Other,0
3380.79,16,2,2,5.6,1230,Yes,Yes,POS,Fuel,0
1401.63,6,4,0,30.95,878,No,Yes,Online,Grocery,0
1095.46,22,2,0,15.44,1876,Yes,No,ATM,Jewellery,0
3633.47,17,1,0,23.93,2151,Yes,No,POS,Electronics,0
3111.64,10,4,0,61.04,1176,Yes,Yes,Online,Other,0
47982.4,3,21,4,419.06,77,No,Yes,Online,Electronics,1
5945.51,0,2,0,36.79,2758,Yes,No,Transfer,Jewellery,0
2961.11,7,1,1,3.5,2514,Yes,Yes,Online,Grocery,0
1008.01,18,1,2,13.09,2532,Yes,No,Transfer,Electronics,0
2555.52,19,1,0,24.79,1009,Yes,No,POS,Jewellery,0
4980.58,23,3,1,7.06,138,No,No,Online,Grocery,0
2827.2,2,4,0,4.68,2118,Yes,No,POS,Travel,0
4919.81,6,1,0,13.42,633,No,No,POS,Other,0
5602.64,18,4,0,24.75,642,No,No,ATM,Fuel,0
2968.73,8,3,0,43.17,2392,Yes,No,POS,Travel,0
3369.1,5,5,0,43.34,351,No,No,Online,Travel,0
2692.25,6,2,0,22.32,2508,Yes,Yes,POS,Restaurant,0
4995.15,22,3,0,27.27,731,Yes,No,Transfer,Grocery,0
2628.3,20,2,1,6.13,998,No,No,Online,Restaurant,0
4661.96,0,1,2,85.34,1882,Yes,No,Online,Travel,1
3965.17,20,4,0,66.22,2075,Yes,No,Online,Travel,0
576.57,13,4,0,32.57,1995,Yes,No,POS,Jewellery,0
4840.87,20,6,1,19.64,1526,Yes,No,Transfer,Restaurant,0
3706.98,14,1,0,52.76,1864,Yes,No,POS,Restaurant,0
7630.88,16,4,1,86.45,1144,Yes,No,POS,Grocery,0
1234.48,13,3,1,35.96,1272,Yes,No,Online,Electronics,0
4011.32,17,4,0,43.73,376,Yes,No,POS,Jewellery,0
2347.16,19,4,1,15.91,1683,Yes,No,POS,Grocery,0
18448.54,4,21,4,333.93,16,No,Yes,Online,Electronics,1
460.86,2,1,1,22.92,2824,Yes,No,Online,Grocery,0
8650.7,2,4,1,39.29,2889,No,No,ATM,Fuel,0
4020.57,9,2,0,5.94,233,Yes,No,POS,Restaurant,0
2893.87,11,1,0,81.56,1921,Yes,No,ATM,Restaurant,0
845.65,20,8,0,37.19,256,Yes,No,Online,Jewellery,0
8318.29,0,2,0,43.51,1080,Yes,No,ATM,Grocery,0
48422.95,0,9,4,336.29,91,No,Yes,Online,Jewellery,1
4155.53,1,3,1,16.92,872,Yes,No,ATM,Restaurant,0
3602.85,11,4,1,27.39,2407,No,No,Online,Grocery,0
10910.33,10,4,1,9.08,34,Yes,No,Transfer,Travel,0
3309.46,13,5,1,105.13,2636,No,No,Online,Electronics,1
2232.32,1,1,1,63.18,2942,No,No,POS,Jewellery,0
4063.77,18,1,1,28.53,2194,No,No,POS,Jewellery,0
45396.03,3,13,2,215.29,66,No,Yes,Online,Travel,1
15845.22,18,2,1,19.71,670,Yes,No,Online,Fuel,0
3268.49,13,2,0,55.84,1859,No,Yes,POS,Restaurant,0
1197.09,21,5,1,23.09,2279,No,Yes,POS,Electronics,0
2544.32,23,6,0,78.01,1045,Yes,No,POS,Restaurant,0
4057.33,20,2,0,14.97,660,Yes,No,Online,Fuel,0
84280.24,3,22,5,405.64,141,No,Yes,Online,Travel,1
770.05,9,4,0,25.09,54,Yes,No,POS,Electronics,0
2313.06,15,3,1,13.75,1582,Yes,No,POS,Electronics,0
10501.91,15,2,0,36.18,465,Yes,No,Online,Fuel,0
1587.76,18,5,1,11.57,951,Yes,Yes,Online,Restaurant,0
6039.28,11,3,0,105.37,2904,Yes,No,Online,Jewellery,0
2611.63,11,5,0,37.44,216,Yes,No,Transfer,Restaurant,0
3411.17,2,1,0,19.37,2145,Yes,No,Online,Electronics,1
869.55,4,2,3,70.25,741,Yes,No,POS,Restaurant,0
2809.4,19,2,1,20.38,449,Yes,No,ATM,Electronics,0
4022.01,23,4,0,20.22,1654,Yes,No,POS,Fuel,0
3298.83,14,2,1,18.8,938,Yes,No,POS,Other,0
2944.22,8,2,2,38.38,2052,Yes,No,POS,Fuel,0
5012.43,1,3,0,18.51,2650,Yes,Yes,POS,Grocery,0
1092.17,1,2,0,16.26,2157,Yes,Yes,POS,Travel,0
4156.07,16,5,2,6.65,2143,Yes,No,POS,Restaurant,0
78889.5,3,20,5,285.4,47,No,Yes,Transfer,Electronics,1
7183.71,6,3,0,46.72,738,Yes,No,Transfer,Restaurant,0
3019.26,4,0,0,13.92,1357,Yes,No,Transfer,Other,0
5770.57,1,5,0,29.64,2931,Yes,Yes,Online,Electronics,0
163.82,16,5,1,3.88,1591,Yes,Yes,Online,Other,1
5230.66,14,4,1,45.14,1750,No,No,POS,Grocery,0
1829.91,7,1,1,121.15,1883,Yes,No,Online,Travel,1
3427.78,17,5,0,8.77,1652,Yes,No,Online,Other,0
5287.53,20,2,0,11.13,351,Yes,No,ATM,Electronics,0
3199.86,12,3,0,20.89,1763,Yes,No,POS,Restaurant,0
4866.42,6,4,0,4.8,487,Yes,No,Online,Jewellery,0
2641.33,0,3,0,9.68,2201,Yes,No,POS,Fuel,0
7557.91,19,3,1,43.19,2693,No,No,POS,Other,0
3013.03,13,7,0,25.69,797,No,No,Transfer,Electronics,1
3058.54,8,1,0,25.79,887,Yes,No,ATM,Grocery,0
3100.96,0,0,0,3.87,81,No,No,POS,Fuel,1
3359.25,19,4,0,6.72,970,Yes,No,POS,Restaurant,0
37827.66,1,11,6,161.75,102,No,Yes,Transfer,Electronics,1
1545.01,11,0,0,62.92,534,Yes,No,POS,Jewellery,0
6346.5,6,2,0,16.41,1426,Yes,No,Online,Grocery,0
5768.32,14,0,0,30.42,2421,Yes,Yes,ATM,Restaurant,0
5523.54,20,4,0,13.87,2436,No,No,POS,Travel,0
4567.38,14,4,0,25.51,111,Yes,No,Transfer,Grocery,0
2270.6,0,3,0,84.66,2782,Yes,No,POS,Electronics,1
2091.72,4,1,1,34.38,2537,No,No,POS,Fuel,0
3257.01,2,6,0,20.59,1836,Yes,No,Online,Restaurant,0
7004.51,9,2,0,41.17,2412,Yes,Yes,Online,Electronics,0
3862.42,10,2,0,40.29,1789,Yes,No,Online,Jewellery,0
1480.43,12,2,0,37.22,1247,Yes,No,Online,Other,0
934.12,18,2,0,16.72,1911,Yes,No,ATM,Electronics,0
5889.42,2,3,1,5.54,2666,Yes,No,POS,Restaurant,0
8464.57,22,0,1,22.84,244,Yes,No,POS,Fuel,0
731.97,6,2,1,9.89,2200,No,No,Online,Fuel,0
6020.69,12,3,1,8.7,1095,Yes,No,Online,Grocery,0
4494.0,5,3,0,29.96,2553,Yes,Yes,Online,Restaurant,0
1779.61,8,2,0,24.85,1975,Yes,No,POS,Restaurant,0
3898.52,19,2,0,41.11,304,Yes,No,Online,Grocery,0
1280.93,1,3,0,36.78,1585,Yes,No,POS,Other,0
2844.44,11,2,1,40.36,2510,Yes,No,POS,Electronics,0
3388.65,14,1,0,109.86,2356,No,No,POS,Jewellery,1
84023.23,1,8,2,231.21,158,No,Yes,Online,Travel,1
41632.05,1,10,3,235.0,161,No,Yes,Transfer,Travel,1
1942.83,9,6,0,29.37,2987,Yes,No,Online,Other,0
4261.73,21,1,0,3.62,1913,Yes,Yes,POS,Restaurant,0
4955.32,5,2,0,22.45,2443,Yes,No,POS,Electronics,0
1885.98,11,3,0,8.87,2519,Yes,No,POS,Electronics,0
1432.03,8,2,1,46.51,2970,Yes,Yes,POS,Jewellery,0
1538.32,18,4,0,15.89,1993,No,No,POS,Restaurant,0
7528.01,19,4,0,12.34,1652,Yes,No,Online,Other,0
4809.08,20,3,0,61.05,240,Yes,No,Transfer,Grocery,0
2607.58,2,3,0,32.16,414,Yes,No,ATM,Travel,0
19420.26,3,12,2,143.43,85,No,Yes,Online,Electronics,1
20734.52,3,13,5,242.93,144,No,Yes,Transfer,Jewellery,1
3164.45,10,6,1,9.69,2552,Yes,Yes,Transfer,Electronics,0
1262.35,1,2,0,6.47,2555,Yes,No,Online,Restaurant,0
6532.01,21,4,1,37.68,454,Yes,No,POS,Electronics,0
1753.89,21,2,0,56.67,1351,Yes,No,Transfer,Grocery,0
1786.36,10,4,0,20.35,1859,Yes,No,POS,Grocery,0
4327.83,18,1,2,57.92,1860,Yes,No,POS,Travel,0
80233.66,2,23,2,220.41,87,No,Yes,Online,Jewellery,1
1029.03,15,2,0,17.47,2819,Yes,No,POS,Grocery,0
5405.44,20,3,0,28.24,681,Yes,No,POS,Electronics,0
1519.01,2,0,1,11.6,2510,Yes,No,POS,Grocery,0
21062.42,0,20,6,189.18,159,No,Yes,Online,Electronics,1
3756.26,10,2,0,60.24,1932,Yes,No,Transfer,Restaurant,0
681.37,21,2,2,9.84,1274,No,No,Transfer,Restaurant,0
8739.87,14,6,1,16.62,1085,Yes,No,POS,Jewellery,0
3753.36,9,4,1,60.1,1718,No,No,Online,Restaurant,1
28641.5,0,14,2,91.42,84,No,Yes,Online,Electronics,1
3743.66,14,4,1,13.12,2247,Yes,Yes,Online,Travel,1
675.77,6,2,0,76.17,227,Yes,No,POS,Restaurant,0
3240.58,7,1,2,87.27,299,Yes,Yes,Online,Grocery,1
1611.02,23,5,0,30.62,1147,Yes,No,POS,Fuel,0
3096.31,12,0,1,28.68,611,Yes,No,Online,Jewellery,0
2318.17,3,4,0,89.22,2153,No,No,Online,Restaurant,1
3607.55,1,3,0,62.45,1929,Yes,No,Online,Grocery,0
27425.48,4,12,7,132.69,34,No,Yes,Online,Jewellery,1
2204.18,1,6,0,15.55,377,No,No,POS,Electronics,0
1465.28,10,0,0,19.25,2530,Yes,No,POS,Other,0
707.19,9,4,1,3.22,1975,Yes,Yes,POS,Fuel,0
564.96,21,5,0,4.05,2683,Yes,No,POS,Grocery,0
1062.05,8,3,0,4.83,1974,Yes,No,Online,Restaurant,0
5126.79,6,1,0,19.71,1217,Yes,No,POS,Electronics,0
1395.03,14,2,1,11.65,1016,Yes,No,POS,Restaurant,0
1925.88,15,2,1,30.12,2497,No,No,ATM,Grocery,0
1940.57,0,3,1,14.61,2966,No,No,Online,Other,0
2346.99,2,3,1,70.08,1309,Yes,No,Online,Other,0
4540.34,4,2,1,10.74,1426,Yes,No,POS,Fuel,1
2586.45,18,5,0,2.83,1199,No,No,Online,Grocery,0
5786.64,5,2,0,6.42,2885,Yes,No,Online,Electronics,0
1073.48,23,3,1,63.51,370,Yes,No,POS,Fuel,0
5384.94,10,2,0,10.85,544,No,Yes,Transfer,Restaurant,1
8077.05,22,4,0,45.12,2467,No,No,POS,Grocery,1
3210.25,5,4,0,29.56,2806,Yes,No,Online,Grocery,0
1308.14,10,3,0,56.92,833,Yes,No,POS,Jewellery,0
4602.26,3,1,0,75.67,1733,Yes,Yes,POS,Restaurant,0
3251.94,20,3,0,31.67,862,Yes,No,POS,Grocery,0
4057.88,14,1,1,32.35,2969,Yes,No,Online,Fuel,0
5899.82,1,1,0,1.45,215,Yes,No,Online,Travel,1
2435.98,17,3,0,27.59,1797,No,No,ATM,Fuel,0
2146.7,21,3,0,16.9,1778,Yes,No,POS,Jewellery,0
14837.42,16,7,0,40.92,2794,No,No,Online,Travel,1
4643.36,19,6,1,45.24,1700,Yes,No,Online,Electronics,0
6594.76,6,5,0,7.33,1054,Yes,No,Online,Restaurant,0
5672.47,10,2,0,22.58,1482,Yes,No,POS,Grocery,0
6649.05,20,6,0,66.86,1902,Yes,Yes,Online,Grocery,0
4155.41,14,4,0,45.39,2550,Yes,No,Online,Grocery,0
6125.08,14,1,0,34.84,105,Yes,Yes,ATM,Other,0
1935.57,18,8,0,38.85,2154,Yes,No,Online,Fuel,0
689.28,14,1,0,1.1,1753,No,No,Online,Electronics,0
1554.69,3,1,0,26.08,601,Yes,No,POS,Fuel,0
2912.31,5,5,0,14.11,1131,Yes,No,POS,Restaurant,0
23485.69,1,14,2,420.55,40,No,Yes,Transfer,Travel,1
3265.48,5,6,2,109.52,2473,Yes,No,Online,Travel,1
1844.65,15,1,0,14.35,2525,Yes,No,POS,Grocery,0
437.08,11,5,0,82.67,1495,Yes,No,Transfer,Restaurant,0
2383.74,14,4,2,43.12,2097,Yes,Yes,POS,Other,0
952.4,5,1,0,1.18,1574,Yes,No,Online,Fuel,0
3164.5,7,3,1,67.99,2049,Yes,No,POS,Grocery,0
4294.93,16,4,0,56.37,2949,Yes,No,POS,Fuel,0
2348.09,4,2,0,26.19,270,No,No,POS,Grocery,0
1237.61,7,5,1,43.14,2672,Yes,No,Online,Other,1
3387.62,23,5,0,47.05,548,Yes,No,POS,Other,0
15355.73,3,4,0,75.02,2795,No,No,POS,Fuel,0
4641.91,13,1,0,76.11,1245,No,No,POS,Restaurant,0
4882.16,3,6,0,18.2,517,No,No,ATM,Restaurant,0
2161.54,16,4,0,12.78,148,Yes,No,POS,Restaurant,1
1654.17,3,4,0,14.09,2641,Yes,Yes,POS,Grocery,0
6659.11,13,2,2,12.45,2179,Yes,No,POS,Restaurant,0
283.51,10,4,1,18.94,1289,Yes,No,POS,Electronics,0
1798.27,16,4,0,19.62,2796,Yes,No,Online,Restaurant,0
9276.56,0,3,0,11.44,2558,Yes,No,ATM,Fuel,0
3024.11,12,5,0,22.7,537,Yes,No,POS,Other,0
779.91,13,1,0,67.57,1530,Yes,No,Online,Fuel,0
4383.56,5,1,0,27.46,1933,No,Yes,POS,Grocery,1
2359.98,7,3,1,7.34,2003,Yes,No,POS,Grocery,0
614.42,16,2,0,14.91,1517,No,No,POS,Fuel,0
3822.78,13,3,1,89.84,759,Yes,No,ATM,Electronics,0
3428.43,13,2,0,65.02,714,Yes,No,ATM,Restaurant,0
3286.8,22,5,0,11.53,591,Yes,No,POS,Grocery,0
4596.45,9,1,0,75.57,1446,Yes,No,Online,Fuel,0
1166.34,20,2,1,48.15,1676,Yes,No,POS,Travel,0
4098.92,23,2,1,84.26,2836,Yes,No,Online,Restaurant,0
3608.94,13,2,0,4.56,438,Yes,No,Transfer,Jewellery,0
82997.89,0,15,2,411.63,164,No,Yes,Online,Travel,1
1778.62,10,1,0,50.54,1878,Yes,No,Online,Restaurant,0
7338.55,1,3,0,37.59,1297,No,No,POS,Grocery,0
5606.5,16,5,0,78.95,107,No,No,POS,Fuel,1
2936.52,6,2,0,57.41,2027,No,Yes,POS,Other,0
3285.32,22,2,1,4.01,607,Yes,No,POS,Restaurant,0
312.23,15,5,0,42.11,2219,Yes,No,POS,Other,1
3218.26,11,1,0,60.27,832,Yes,Yes,Online,Other,1
5347.61,4,5,0,9.5,2031,No,No,POS,Grocery,0
2606.22,2,6,0,30.33,514,Yes,Yes,Online,Travel,1
6556.09,16,4,0,10.92,1858,Yes,No,Online,Restaurant,0
4436.12,18,1,1,36.03,363,Yes,No,POS,Jewellery,0
11115.51,6,2,0,22.29,900,Yes,No,ATM,Grocery,0
1883.2,0,1,0,27.18,2293,Yes,No,ATM,Jewellery,0
5005.68,7,2,0,60.31,816,No,No,POS,Electronics,0
978.61,18,5,1,17.88,1261,Yes,Yes,ATM,Travel,0
2790.87,13,4,0,20.26,1305,No,No,ATM,Restaurant,0
4617.64,2,6,0,21.55,771,Yes,No,POS,Grocery,0
45831.28,3,15,7,356.78,17,No,Yes,Transfer,Travel,1
2453.9,2,4,0,18.25,920,Yes,No,POS,Grocery,0
7029.42,18,2,0,13.01,1587,No,No,POS,Travel,0
8041.51,18,2,0,51.31,2383,No,No,Transfer,Grocery,0
1901.04,9,2,1,20.15,2258,No,No,Transfer,Fuel,0
82537.32,3,18,4,297.28,35,No,Yes,Transfer,Travel,1
2637.21,0,5,2,44.54,2064,Yes,No,POS,Grocery,0
2160.18,13,4,0,16.26,2287,Yes,No,POS,Fuel,0
39966.12,2,20,7,118.7,82,No,Yes,Transfer,Jewellery,1
7658.48,19,6,0,74.01,2192,No,No,POS,Restaurant,0
2705.45,11,3,0,37.2,1263,Yes,No,Online,Restaurant,0
60009.65,23,14,2,130.15,63,No,Yes,Online,Travel,1
6505.86,13,3,0,29.11,1733,Yes,Yes,Transfer,Jewellery,0
3859.56,10,6,1,85.12,2719,Yes,No,POS,Jewellery,0
2551.42,22,2,0,45.04,1450,No,No,POS,Travel,0
1791.63,23,5,0,0.92,1696,Yes,No,POS,Electronics,0
5315.83,10,4,0,26.52,2023,No,No,POS,Grocery,0
1056.76,8,3,0,29.21,2517,No,No,POS,Restaurant,0
2604.52,15,2,0,27.07,1479,No,No,Online,Electronics,0
2271.39,4,4,0,3.15,961,Yes,No,ATM,Restaurant,0
996.4,9,4,1,8.92,1894,No,No,ATM,Electronics,0
3028.5,20,1,0,4.4,2072,Yes,No,Online,Jewellery,0
2811.34,21,4,0,94.75,2013,Yes,No,Transfer,Other,1
1495.08,9,2,0,27.46,1811,Yes,No,POS,Grocery,0
7526.33,9,3,0,31.29,2999,Yes,No,Online,Fuel,0
5340.91,20,3,0,22.96,817,Yes,No,POS,Fuel,0
3323.85,4,7,1,11.46,955,No,No,Online,Other,0
5897.98,1,1,0,12.99,2556,Yes,No,ATM,Grocery,0
6843.77,1,2,1,95.08,552,Yes,No,Online,Restaurant,0
7749.22,2,0,0,23.51,2443,No,No,POS,Grocery,0
1874.22,21,2,0,15.94,750,No,No,POS,Other,0
5896.45,0,2,0,57.91,2013,No,No,ATM,Grocery,0
36365.89,0,17,4,268.58,30,No,Yes,Online,Electronics,1
3765.82,14,6,1,7.3,2605,No,No,Online,Other,0
1952.22,14,4,0,11.19,1816,Yes,No,POS,Other,0
3211.12,19,6,0,57.51,664,Yes,No,POS,Electronics,0
5953.67,23,0,0,16.91,1021,Yes,No,POS,Travel,0
52075.65,2,19,3,117.78,63,No,Yes,Transfer,Electronics,1
2984.89,5,6,0,23.4,1917,Yes,No,POS,Other,0
1536.76,2,3,0,47.34,871,Yes,No,POS,Restaurant,0
9916.09,21,1,1,20.63,1720,No,No,Online,Other,0
1814.84,8,1,0,13.17,2819,Yes,No,POS,Restaurant,1
705.68,21,3,0,10.92,182,No,No,POS,Travel,0
55788.4,2,13,7,180.37,138,No,Yes,Online,Travel,1
347.37,18,3,0,15.98,1662,Yes,No,Online,Other,0
6624.17,15,6,0,32.1,2548,No,No,POS,Electronics,0
1716.62,17,1,0,64.42,780,Yes,No,Online,Other,0
1214.4,15,2,0,27.14,547,Yes,No,POS,Fuel,0
3518.17,7,2,0,36.59,1333,Yes,Yes,POS,Travel,0
38111.25,3,21,6,461.74,89,No,Yes,Transfer,Travel,1
4493.73,0,1,0,20.56,2666,Yes,No,POS,Fuel,0
1040.93,10,4,0,65.61,2291,Yes,Yes,Online,Fuel,0
12168.47,21,1,0,46.88,1184,Yes,Yes,POS,Restaurant,0
4131.39,15,6,0,22.69,1082,No,No,Online,Fuel,1
6186.16,16,3,0,27.42,48,Yes,No,POS,Jewellery,0
841.82,6,1,0,21.79,278,Yes,No,POS,Electronics,0
10872.95,11,3,0,42.81,1673,Yes,No,Online,Grocery,0
61132.78,0,15,4,433.22,117,No,Yes,Online,Jewellery,1
20797.1,4,15,3,184.68,163,No,Yes,Online,Travel,1
3824.39,14,3,1,82.82,339,Yes,Yes,Online,Fuel,0
6184.16,8,2,0,29.83,489,Yes,No,POS,Grocery,0
4971.31,9,5,1,7.95,1671,Yes,No,Online,Grocery,0
4911.34,14,4,0,24.14,273,Yes,Yes,Transfer,Restaurant,0
4671.33,0,4,0,77.98,2511,Yes,No,POS,Fuel,1
3582.06,22,3,1,27.29,1333,Yes,No,ATM,Other,0
838.68,5,3,0,9.99,1755,No,No,ATM,Grocery,0
2788.65,16,2,0,23.23,2343,Yes,No,ATM,Restaurant,0
2505.45,18,5,0,69.3,1506,No,No,POS,Fuel,0
7769.64,3,1,1,15.55,229,Yes,No,Online,Jewellery,0
6630.71,5,5,0,70.22,693,Yes,No,POS,Jewellery,0
2257.31,9,4,1,21.75,1048,Yes,No,POS,Grocery,0
5542.03,19,3,1,123.52,497,No,No,POS,Grocery,0
3095.0,15,2,1,16.99,1551,No,No,Online,Restaurant,0
708.63,11,2,1,12.23,65,Yes,Yes,Online,Fuel,0
36952.91,23,12,5,474.04,74,No,Yes,Online,Jewellery,1
5102.2,11,4,1,24.88,2404,Yes,No,POS,Jewellery,0
66184.65,4,15,2,491.03,120,No,Yes,Online,Jewellery,1
1347.99,18,3,1,77.54,100,Yes,No,ATM,Restaurant,0
1856.41,4,5,0,51.79,1346,Yes,No,ATM,Electronics,0
5179.62,9,4,0,67.9,2577,Yes,No,POS,Fuel,0
6690.72,0,5,2,57.38,738,Yes,No,POS,Grocery,0
6596.48,5,2,1,25.67,1196,Yes,No,POS,Fuel,0
626.75,0,3,0,263.1,2287,Yes,No,Online,Fuel,0
1791.65,2,4,0,23.85,2731,No,No,POS,Restaurant,0
1559.79,0,3,0,36.51,904,Yes,Yes,Online,Electronics,0
5177.07,16,4,1,95.43,476,No,No,ATM,Other,0
43687.65,3,14,7,85.21,175,No,Yes,Transfer,Jewellery,1
2930.76,11,3,1,29.85,2431,Yes,No,POS,Electronics,0
5498.83,18,2,0,41.53,1014,Yes,No,Online,Fuel,0
3364.08,19,8,0,15.36,2598,Yes,No,POS,Electronics,0
4119.48,12,2,0,19.36,1486,Yes,No,Online,Grocery,0
2851.45,10,0,0,36.42,1259,Yes,No,Online,Fuel,0
58561.37,23,20,6,117.97,15,No,Yes,Transfer,Jewellery,1
6654.88,9,2,0,14.22,2947,No,No,POS,Restaurant,0
4669.87,10,1,0,3.53,2250,Yes,No,POS,Travel,0
6672.75,7,3,0,26.58,642,Yes,No,ATM,Fuel,0
14739.85,4,6,1,29.74,980,Yes,No,POS,Fuel,0
5434.43,4,2,0,59.19,343,Yes,No,POS,Electronics,0
3172.13,15,3,0,12.07,1775,Yes,Yes,POS,Travel,0
65129.85,1,22,3,222.53,139,No,Yes,Transfer,Electronics,1
7123.58,10,3,0,48.38,951,Yes,No,Online,Other,0
2395.35,2,4,0,55.1,776,No,No,POS,Grocery,0
2247.1,14,4,1,53.17,2785,Yes,No,POS,Other,0
4137.03,21,5,0,13.09,94,No,No,ATM,Travel,0
3129.36,12,3,0,4.61,642,No,No,POS,Fuel,0
41152.57,23,23,4,377.01,41,No,Yes,Transfer,Jewellery,1
3698.13,1,5,0,25.78,2815,No,No,POS,Jewellery,0
8096.25,12,2,0,30.9,2973,Yes,No,Online,Jewellery,1
4562.83,20,3,0,35.26,2682,Yes,No,ATM,Other,0
1291.97,1,3,1,39.98,2523,Yes,No,Online,Fuel,0
5071.83,18,6,1,40.3,96,Yes,No,Online,Travel,0
2672.76,18,1,0,19.91,298,Yes,No,Online,Jewellery,0
11737.32,1,2,0,22.75,2680,Yes,No,POS,Restaurant,0
4800.82,5,4,0,17.16,1085,No,Yes,Transfer,Restaurant,0
2067.89,0,2,0,49.48,494,Yes,Yes,Transfer,Restaurant,0
5333.0,13,2,0,9.9,1613,Yes,No,Online,Fuel,0
19788.47,4,18,6,226.26,66,No,Yes,Transfer,Travel,1
41561.41,4,20,6,484.2,92,No,Yes,Transfer,Travel,1
48036.15,4,13,6,454.03,114,No,Yes,Online,Travel,1
4793.26,15,1,0,22.29,584,No,No,Online,Travel,0
839.58,18,5,0,50.71,2301,Yes,No,POS,Grocery,0
3584.74,4,3,0,28.36,281,Yes,No,Online,Restaurant,1
1261.11,6,3,1,18.04,352,Yes,No,POS,Electronics,0
3798.42,19,4,0,48.88,2203,No,No,Transfer,Electronics,1
4406.11,2,1,1,15.25,562,Yes,No,POS,Restaurant,0
